name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,uniId,id
Thiết kế Template Method cho quy trình game loop,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình game loop với các bước có thể thay đổi (ví dụ: cập nhật trạng thái, vẽ).</p>",2025-03-30,2025-04-05,sprint7-project7,TODO,PRACTICE,"OOP,Python",21130309,21130335,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Nghiên cứu Visitor Pattern cho phân tích trạng thái game,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để phân tích trạng thái game (ví dụ: số hàng đã hoàn thành, khối gạch còn lại).</p>",2025-03-31,2025-04-04,sprint7-project7,TODO,THEORY,OOP,21130335,21130304,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project7,TODO,THEORY,Document,21130304,21130309,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ game Tetris.</p>,2025-04-06,2025-04-12,sprint8-project7,TODO,PRACTICE,"OOP,Python",21130309,21130335,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Board</code>, <code>Score</code>, <code>CurrentBlock</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project7,TODO,PRACTICE,Python,21130335,21130304,Code Model Board - Code Model Score,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực View cho game board,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị bàn chơi Tetris.</p>,2025-04-10,2025-04-19,sprint8-project7,TODO,PRACTICE,Python,21130304,21130309,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project7,TODO,PRACTICE,"OOP,Python",21130309,21130335,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project7,TODO,PRACTICE,OOP,21130335,21130304,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project7,TODO,THEORY,Document,21130304,21130309,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project7,TODO,THEORY,Document,21130309,21130335,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo game Tetris đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project7,TODO,PRACTICE,Python,21130335,21130304,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project7,TODO,PRACTICE,Python,21130304,21130309,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho hệ thống quản lý kho hàng và ngôn ngữ lập trình (ví dụ: Java).</p>,2025-02-09,2025-02-15,sprint1-project8,DONE,THEORY,"Java,OOP",20130224,20130225,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng quản lý sản phẩm nhập/xuất, tồn kho.</p>",2025-02-10,2025-02-14,sprint1-project8,DONE,PRACTICE,Document,20130225,21130042,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án quản lý kho hàng.</p>",2025-02-11,2025-02-15,sprint1-project8,INPROCESS,THEORY,Document,21130042,20130224,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh ứng dụng quản lý kho.</p>",2025-02-16,2025-02-20,sprint2-project8,DONE,THEORY,OOP,20130224,20130225,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Thiết kế Class Diagram cho Sản phẩm và Kho,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>Item</code>, <code>Warehouse</code>, <code>Transaction</code>.</p>",2025-02-18,2025-02-25,sprint2-project8,INPROCESS,PRACTICE,"OOP,Document",20130225,21130042,Thiết kế lớp Item - Thiết kế lớp Warehouse,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực lớp Item và Warehouse,MAJOR,"<p>Viết mã Java cho lớp <code>Item</code> và <code>Warehouse</code>, áp dụng các nguyên tắc đóng gói.</p>",2025-02-22,2025-03-01,sprint2-project8,INPROCESS,PRACTICE,Java,21130042,20130224,Code lớp Item - Code lớp Warehouse,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Áp dụng Strategy Pattern cho tính giá nhập/xuất,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tính giá nhập/xuất khác nhau (ví dụ: giá trung bình, FIFO, LIFO).</p>",2025-03-02,2025-03-08,sprint3-project8,INPROCESS,PRACTICE,"OOP,Java",20130224,20130225,Thiết kế Interface PricingStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong dự án quản lý kho.</p>,2025-03-03,2025-03-07,sprint3-project8,TODO,THEORY,Document,20130225,21130042,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực Singleton Pattern cho quản lý kho,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>InventoryManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project8,INPROCESS,PRACTICE,"OOP,Java",21130042,20130224,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực Observer Pattern cho cảnh báo tồn kho,MAJOR,<p>Hiện thực Observer Pattern để thông báo khi số lượng tồn kho của một sản phẩm dưới mức tối thiểu.</p>,2025-03-10,2025-03-14,sprint4-project8,TODO,PRACTICE,"OOP,Java",20130224,20130225,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong hệ thống.</p>,2025-03-11,2025-03-15,sprint4-project8,TODO,THEORY,Document,20130225,21130042,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Thiết kế Factory Method cho tạo loại sản phẩm,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại sản phẩm khác nhau (ví dụ: hàng hóa, nguyên vật liệu).</p>",2025-03-16,2025-03-22,sprint5-project8,TODO,PRACTICE,"OOP,Java",21130042,20130224,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Nghiên cứu Abstract Factory Pattern,MAJOR,<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ phiếu nhập/xuất cho các loại kho khác nhau).</p>,2025-03-17,2025-03-21,sprint5-project8,TODO,THEORY,OOP,20130224,20130225,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng sản phẩm.</p>,2025-03-18,2025-03-22,sprint5-project8,TODO,THEORY,Document,20130225,21130042,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực Decorator Pattern cho thuộc tính sản phẩm,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các thuộc tính bổ sung vào sản phẩm (ví dụ: hạn sử dụng, nhà cung cấp).</p>",2025-03-23,2025-03-29,sprint6-project8,TODO,PRACTICE,"OOP,Java",21130042,20130224,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực Iterator Pattern cho duyệt kho,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các sản phẩm trong kho.</p>,2025-03-24,2025-03-28,sprint6-project8,TODO,PRACTICE,"OOP,Java",20130224,20130225,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project8,TODO,THEORY,Document,20130225,21130042,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Thiết kế Template Method cho quy trình nhập kho,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình nhập kho với các bước có thể thay đổi (ví dụ: kiểm tra hàng, nhập dữ liệu, cập nhật tồn kho).</p>",2025-03-30,2025-04-05,sprint7-project8,TODO,PRACTICE,"OOP,Java",21130042,20130224,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Nghiên cứu Visitor Pattern cho báo cáo tồn kho,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để tạo các loại báo cáo tồn kho khác nhau (ví dụ: tồn kho theo loại, tồn kho theo vị trí).</p>",2025-03-31,2025-04-04,sprint7-project8,TODO,THEORY,OOP,20130224,20130225,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project8,TODO,THEORY,Document,20130225,21130042,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý kho hàng.</p>,2025-04-06,2025-04-12,sprint8-project8,TODO,PRACTICE,"OOP,Java",21130042,20130224,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Item</code>, <code>Warehouse</code>, <code>InventoryRecord</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project8,TODO,PRACTICE,Java,20130224,20130225,Code Model Item - Code Model Warehouse,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Hiện thực View cho danh sách sản phẩm,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị danh sách sản phẩm trong kho.</p>,2025-04-10,2025-04-19,sprint8-project8,TODO,PRACTICE,Java,20130225,21130042,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project8,TODO,PRACTICE,"OOP,Java",21130042,20130224,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project8,TODO,PRACTICE,OOP,20130224,20130225,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project8,TODO,THEORY,Document,20130225,21130042,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project8,TODO,THEORY,Document,21130042,20130224,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý kho hàng đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project8,TODO,PRACTICE,Java,20130224,20130225,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project8,TODO,PRACTICE,Java,20130225,21130042,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,97d36d58-6a95-44ba-9e9c-d9850208de3f,20130224,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho ứng dụng quản lý lớp học online và ngôn ngữ lập trình (ví dụ: Python).</p>,2025-02-09,2025-02-15,sprint1-project9,DONE,THEORY,"Python,OOP",21130359,21130386,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng quản lý học sinh, bài tập, điểm danh.</p>",2025-02-10,2025-02-14,sprint1-project9,DONE,PRACTICE,Document,21130386,21130367,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án quản lý lớp học.</p>",2025-02-11,2025-02-15,sprint1-project9,INPROCESS,THEORY,Document,21130367,21130359,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh ứng dụng quản lý lớp học.</p>",2025-02-16,2025-02-20,sprint2-project9,DONE,THEORY,OOP,21130359,21130386,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Thiết kế Class Diagram cho Lớp học và Học sinh,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>Course</code>, <code>Student</code>, <code>Assignment</code>.</p>",2025-02-18,2025-02-25,sprint2-project9,INPROCESS,PRACTICE,"OOP,Document",21130386,21130367,Thiết kế lớp Course - Thiết kế lớp Student,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực lớp Course và Student,MAJOR,"<p>Viết mã Python cho lớp <code>Course</code> và <code>Student</code>, áp dụng các nguyên tắc đóng gói.</p>",2025-02-22,2025-03-01,sprint2-project9,INPROCESS,PRACTICE,Python,21130367,21130359,Code lớp Course - Code lớp Student,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Áp dụng Strategy Pattern cho tính điểm,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tính điểm khác nhau (ví dụ: điểm trung bình, điểm theo trọng số).</p>",2025-03-02,2025-03-08,sprint3-project9,INPROCESS,PRACTICE,"OOP,Python",21130359,21130386,Thiết kế Interface GradingStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong dự án quản lý lớp học.</p>,2025-03-03,2025-03-07,sprint3-project9,TODO,THEORY,Document,21130386,21130367,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực Singleton Pattern cho quản lý lớp học,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>ClassroomManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project9,INPROCESS,PRACTICE,"OOP,Python",21130367,21130359,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực Observer Pattern để cập nhật trạng thái học sinh,MAJOR,"<p>Hiện thực Observer Pattern để thông báo cho các thành phần liên quan khi trạng thái học sinh thay đổi (ví dụ: nộp bài tập, điểm danh).</p>",2025-03-10,2025-03-14,sprint4-project9,TODO,PRACTICE,"OOP,Python",21130359,21130386,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong hệ thống.</p>,2025-03-11,2025-03-15,sprint4-project9,TODO,THEORY,Document,21130386,21130367,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Thiết kế Factory Method cho tạo loại bài tập,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại bài tập khác nhau (ví dụ: trắc nghiệm, tự luận, dự án).</p>",2025-03-16,2025-03-22,sprint5-project9,TODO,PRACTICE,"OOP,Python",21130367,21130359,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Nghiên cứu Abstract Factory Pattern,MAJOR,<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ giao diện cho giáo viên/học sinh).</p>,2025-03-17,2025-03-21,sprint5-project9,TODO,THEORY,OOP,21130359,21130386,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng bài tập.</p>,2025-03-18,2025-03-22,sprint5-project9,TODO,THEORY,Document,21130386,21130367,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực Decorator Pattern cho bài tập,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các thuộc tính bổ sung vào bài tập (ví dụ: có file đính kèm, yêu cầu đặc biệt).</p>",2025-03-23,2025-03-29,sprint6-project9,TODO,PRACTICE,"OOP,Python",21130367,21130359,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực Iterator Pattern cho duyệt học sinh,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các học sinh trong một lớp học.</p>,2025-03-24,2025-03-28,sprint6-project9,TODO,PRACTICE,"OOP,Python",21130359,21130386,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project9,TODO,THEORY,Document,21130386,21130367,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Thiết kế Template Method cho quy trình điểm danh,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình điểm danh với các bước có thể thay đổi (ví dụ: điểm danh thủ công, điểm danh tự động).</p>",2025-03-30,2025-04-05,sprint7-project9,TODO,PRACTICE,"OOP,Python",21130367,21130359,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Nghiên cứu Visitor Pattern cho báo cáo tiến độ,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để tạo các loại báo cáo tiến độ học tập (ví dụ: điểm trung bình, số bài tập đã nộp).</p>",2025-03-31,2025-04-04,sprint7-project9,TODO,THEORY,OOP,21130359,21130386,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project9,TODO,THEORY,Document,21130386,21130367,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý lớp học online.</p>,2025-04-06,2025-04-12,sprint8-project9,TODO,PRACTICE,"OOP,Python",21130367,21130359,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Student</code>, <code>Course</code>, <code>Assignment</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project9,TODO,PRACTICE,Python,21130359,21130386,Code Model Student - Code Model Course,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Hiện thực View cho danh sách học sinh,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị danh sách học sinh.</p>,2025-04-10,2025-04-19,sprint8-project9,TODO,PRACTICE,Python,21130386,21130367,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
